uid,pair_id,side,text
p00050_B,00050,B,yes marianne but i would not go while mrs smith was there and with no other companion than mr willoughby
p00051_B,00051,B,shall we see you tomorrow to dinner i do not ask you to come in the morning for we must walk to the park to call on lady middleton
p00052_B,00052,B,is anything the matter with her is she ill
p00053_B,00053,B,i hope not it is i who may rather expect to be ill for i am now suffering under a very heavy disappointment
p00054_B,00054,B,it is all very strange so suddenly to be gone it seems but the work of a moment and last night he was with us so happy so cheerful so affectionate and now after only ten minutes notice gone too without intending to return something more than what he owned to us must have happened he did not speak he did not behave like himself you must have seen the difference as well as i what can it be can they have quarrelled why else should he have shown such unwillingness to accept your invitation here
p00055_B,00055,B,we have never finished hamlet marianne our dear willoughby went away before we could get through it we will put it by that when he comes again but it may be months perhaps before that happens
p00056_B,00056,B,it is he it is indeed i know it is
p00057_B,00057,B,indeed marianne i think you are mistaken it is not willoughby the person is not tall enough for him and has not his air
p00058_B,00058,B,a fortnight
p00059_B,00059,B,have you been lately in sussex
p00060_B,00060,B,i was at norland about a month ago
p00061_B,00061,B,and how does dear dear norland look
p00062_B,00062,B,dear dear norland probably looks much as it always does at this time of the year the woods and walks thickly covered with dead leaves
p00063_B,00063,B,it is a beautiful country but these bottoms must be dirty in winter
p00064_B,00064,B,marianne how can you say so how can you be so unjust they are a very respectable family mr ferrars and towards us have behaved in the friendliest manner have you forgot marianne how many pleasant days we have owed to them
p00065_B,00065,B,no i hope my mother is now convinced that i have no more talents than inclination for a public life
p00066_B,00066,B,strange that it would what have wealth or grandeur to do with happiness
p00067_B,00067,B,grandeur has but little but wealth has much to do with it
p00068_B,00068,B,hunters but why must you have hunters every body does not hunt
p00069_B,00069,B,i wish that somebody would give us all a large fortune apiece
p00070_B,00070,B,we are all unanimous in that wish i suppose in spite of the insufficiency of wealth
p00071_B,00071,B,oh dear how happy i should be i wonder what i should do with it
p00072_B,00072,B,i should be puzzled to spend so large a fortune myself if my children were all to be rich without my help
p00073_B,00073,B,you must begin your improvements on this house and your difficulties will soon vanish
p00074_B,00074,B,what magnificent orders would travel from this family to london in such an event what a happy day for booksellers music sellers and print shops you miss dashwood would give a general commission for every new print of merit to be sent you and as for marianne i know her greatness of soul there would not be music enough in london to content her and books thomson cowper scott she would buy them all over and over again she would buy up every copy i believe to prevent their falling into unworthy hands and she would have every book that tells her how to admire an old twisted tree should not you marianne forgive me if i am very saucy but i was willing to show you that i had not forgot our old disputes
p00075_B,00075,B,i love to be reminded of the past edward whether it be melancholy or gay i love to recall it and you will never offend me by talking of former times you are very right in supposing how my money would be spent some of it at least my loose cash would certainly be employed in improving my collection of music and books
p00076_B,00076,B,marianne is as steadfast as ever you see she is not at all altered
p00077_B,00077,B,she is only grown a little more grave than she was
p00078_B,00078,B,nay edward you need not reproach me you are not very gay yourself
p00079_B,00079,B,nor do i think it a part of marianne s i should hardly call her a lively girl she is very earnest very eager in all she does sometimes talks a great deal and always with animation but she is not often really merry
p00080_B,00080,B,but i thought it was right elinor to be guided wholly by the opinion of other people i thought our judgments were given us merely to be subservient to those of neighbours this has always been your doctrine i am sure
p00081_B,00081,B,you have not been able to bring your sister over to your plan of general civility do you gain no ground
p00082_B,00082,B,but you would still be reserved and that is worse
p00083_B,00083,B,do not you know my sister well enough to understand what she means do not you know she calls every one reserved who does not talk as fast and admire what she admires as rapturously as herself
p00084_B,00084,B,you must not enquire too far marianne remember i have no knowledge in the picturesque and i shall offend you by my ignorance and want of taste if we come to particulars i shall call hills steep which ought to be bold surfaces strange and uncouth which ought to be irregular and rugged and distant objects out of sight which ought only to be indistinct through the soft medium of a hazy atmosphere you must be satisfied with such admiration as i can honestly give i call it a very fine country the hills are steep the woods seem full of fine timber and the valley looks comfortable and snug with rich meadows and several neat farm houses scattered here and there it exactly answers my idea of a fine country because it unites beauty with utility and i dare say it is a picturesque one too because you admire it i can easily believe it to be full of rocks and promontories grey moss and brush wood but these are all lost on me i know nothing of the picturesque
p00085_B,00085,B,i suspect that to avoid one kind of affectation edward here falls into another because he believes many people pretend to more admiration of the beauties of nature than they really feel and is disgusted with such pretensions he affects greater indifference and less discrimination in viewing them himself than he possesses he is fastidious and will have an affectation of his own
p00086_B,00086,B,i am convinced that you really feel all the delight in a fine prospect which you profess to feel but in return your sister must allow me to feel no more than i profess i like a fine prospect but not on picturesque principles i do not like crooked twisted blasted trees i admire them much more if they are tall straight and flourishing i do not like ruined tattered cottages i am not fond of nettles or thistles or heath blossoms i have more pleasure in a snug farm house than a watch tower and a troop of tidy happy villagers please me better than the finest banditti in the world
p00087_B,00087,B,a dance impossible who is to dance
p00088_B,00088,B,i wish with all my soul that willoughby were among us again
p00089_B,00089,B,and who is willoughby
p00090_B,00090,B,i have been guessing shall i tell you my guess
p00091_B,00091,B,no none at all
p00092_B,00092,B,here comes marianne now palmer you shall see a monstrous pretty girl
p00093_B,00093,B,oh dear how beautiful these are well how delightful do but look mama how sweet i declare they are quite charming i could look at them for ever my love have you been asleep
p00094_B,00094,B,they mean no less to be civil and kind to us now by these frequent invitations than by those which we received from them a few weeks ago the alteration is not in them if their parties are grown tedious and dull we must look for the change elsewhere
p00095_B,00095,B,oh don t be so sly before us for we know all about it i assure you and i admire your taste very much for i think he is extremely handsome we do not live a great way from him in the country you know not above ten miles i dare say
p00096_B,00096,B,much nearer thirty
p00097_B,00097,B,my dear it is very provoking that we should be so few why did not you ask the gilberts to come to us today
p00098_B,00098,B,did not i tell you sir john when you spoke to me about it before that it could not be done they dined with us last
p00099_B,00099,B,you and i sir john should not stand upon such ceremony
p00100_B,00100,B,then you would be very ill bred
p00101_B,00101,B,my love you contradict every body do you know that you are quite rude
p00102_B,00102,B,ay you may abuse me as you please you have taken charlotte off my hands and cannot give her back again so there i have the whip hand of you
p00103_B,00103,B,mr palmer is so droll he is always out of humour
p00104_B,00104,B,oh my dear miss dashwood i have got such a favour to ask of you and your sister will you come and spend some time at cleveland this christmas now pray do and come while the westons are with us you cannot think how happy i shall be it will be quite delightful my love don t you long to have the miss dashwoods come to cleveland
p00105_B,00105,B,certainly he seems very agreeable
p00106_B,00106,B,yet i hardly know how unless it had been under totally different circumstances but this is the usual way of heightening alarm where there is nothing to be alarmed at in reality
p00107_B,00107,B,what a sweet woman lady middleton is
p00108_B,00108,B,and sir john too what a charming man he is and what a charming little family they have i never saw such fine children in my life i declare i quite doat upon them already and indeed i am always distractedly fond of children
p00109_B,00109,B,i should guess so from what i have witnessed this morning
p00110_B,00110,B,i have a notion you think the little middletons rather too much indulged perhaps they may be the outside of enough but it is so natural in lady middleton and for my part i love to see children full of life and spirits i cannot bear them if they are tame and quiet
p00111_B,00111,B,and how do you like devonshire miss dashwood i suppose you were very sorry to leave sussex norland is a prodigious beautiful place is not it
p00112_B,00112,B,we have heard sir john admire it excessively
p00113_B,00113,B,i think every one must admire it who ever saw the place though it is not to be supposed that any one can estimate its beauties as we do
p00114_B,00114,B,and had you a great many smart beaux there i suppose you have not so many in this part of the world for my part i think they are a vast addition always
p00115_B,00115,B,but why should you think that there are not as many genteel young men in devonshire as sussex
p00116_B,00116,B,upon my word i cannot tell you for i do not perfectly comprehend the meaning of the word but this i can say that if he ever was a beau before he married he is one still for there is not the smallest alteration in him
p00117_B,00117,B,lord anne you can talk of nothing but beaux you will make miss dashwood believe you think of nothing else
p00118_B,00118,B,how can you say so anne though we have seen him once or twice at my uncle s it is rather too much to pretend to know him very well
p00119_B,00119,B,and who was this uncle where did he live how came they acquainted
p00120_B,00120,B,indeed you are very much mistaken lady middleton i am only waiting to know whether you can make your party without me or i should have been at my filigree already i would not disappoint the little angel for all the world and if you want me at the card table now i am resolved to finish the basket after supper
p00121_B,00121,B,your ladyship will have the goodness to excuse me you know i detest cards i shall go to the piano forte i have not touched it since it was tuned
p00122_B,00122,B,marianne can never keep long from that instrument you know ma am and i do not much wonder at it for it is the very best toned piano forte i ever heard
p00123_B,00123,B,perhaps if i should happen to cut out i may be of some use to miss lucy steele in rolling her papers for her and there is so much still to be done to the basket that it must be impossible i think for her labour singly to finish it this evening i should like the work exceedingly if she would allow me a share in it
p00124_B,00124,B,indeed i shall be very much obliged to you for your help for i find there is more to be done to it than i thought there was and it would be a shocking thing to disappoint dear annamaria after all
p00125_B,00125,B,oh that would be terrible indeed dear little soul how i do love her
p00126_B,00126,B,you are very kind and as you really like the work perhaps you will be as well pleased not to cut in till another rubber or will you take your chance now
p00127_B,00127,B,i should be undeserving of the confidence you have honoured me with if i felt no desire for its continuance or no farther curiosity on its subject i will not apologize therefore for bringing it forward again
p00128_B,00128,B,thank you for breaking the ice you have set my heart at ease by it for i was somehow or other afraid i had offended you by what i told you that monday
p00129_B,00129,B,but what are your views or have you none but that of waiting for mrs ferrars s death which is a melancholy and shocking extremity is her son determined to submit to this and to all the tediousness of the many years of suspense in which it may involve you rather than run the risk of her displeasure for a while by owning the truth
p00130_B,00130,B,i can answer for it that miss dashwood s is not for he is one of the modestest prettiest behaved young men i ever saw but as for lucy she is such a sly little creature there is no finding out who she likes
p00131_B,00131,B,oh i dare say lucy s beau is quite as modest and pretty behaved as miss dashwood s
p00132_B,00132,B,i will honestly tell you of one scheme which has lately come into my head for bringing matters to bear indeed i am bound to let you into the secret for you are a party concerned i dare say you have seen enough of edward to know that he would prefer the church to every other profession now my plan is that he should take orders as soon as he can and then through your interest which i am sure you would be kind enough to use out of friendship for him and i hope out of some regard to me your brother might be persuaded to give him norland living which i understand is a very good one and the present incumbent not likely to live a great while that would be enough for us to marry upon and we might trust to time and chance for the rest
p00133_B,00133,B,i should always be happy to show any mark of my esteem and friendship for mr ferrars but do you not perceive that my interest on such an occasion would be perfectly unnecessary he is brother to mrs john dashwood that must be recommendation enough to her husband
p00134_B,00134,B,i thank you ma am sincerely thank you your invitation has insured my gratitude for ever and it would give me such happiness yes almost the greatest happiness i am capable of to be able to accept it but my mother my dearest kindest mother i feel the justice of what elinor has urged and if she were to be made less happy less comfortable by our absence oh no nothing should tempt me to leave her it should not must not be a struggle
p00135_B,00135,B,though with your usual anxiety for our happiness you have been obviating every impediment to the present scheme which occurred to you there is still one objection which in my opinion cannot be so easily removed
p00136_B,00136,B,if elinor is frightened away by her dislike of mrs jennings at least it need not prevent my accepting her invitation i have no such scruples and i am sure i could put up with every unpleasantness of that kind with very little effort
p00137_B,00137,B,i like edward ferrars very much and shall always be glad to see him but as to the rest of the family it is a matter of perfect indifference to me whether i am ever known to them or not
p00138_B,00138,B,i am writing home marianne had not you better defer your letter for a day or two
p00139_B,00139,B,i am not going to write to my mother oh elinor it is willoughby indeed it is
p00140_B,00140,B,how odd indeed if she had not known him to be in town she would not have written to him as she did she would have written to combe magna and if he is in town how odd that he should neither come nor write oh my dear mother you must be wrong in permitting an engagement between a daughter so young a man so little known to be carried on in so doubtful so mysterious a manner i long to inquire and how will my interference be borne
p00141_B,00141,B,at any rate i dare say we shall have sir john and lady middleton in town by the end of next week
p00142_B,00142,B,ay my dear i ll warrant you we do mary always has her own way
p00143_B,00143,B,don t you find it colder than it was in the morning elinor there seems to me a very decided difference i can hardly keep my hands warm even in my muff it was not so yesterday i think the clouds seem parting too the sun will be out in a moment and we shall have a clear afternoon good god he has been here while we were out
p00144_B,00144,B,you are expecting a letter then
p00145_B,00145,B,did you
p00146_B,00146,B,invited
p00147_B,00147,B,it cannot be generally known for her own family do not know it
p00148_B,00148,B,pray pray be composed and do not betray what you feel to every body present perhaps he has not observed you yet
p00149_B,00149,B,how can that be done no my dearest marianne you must wait this is not the place for explanations wait only till tomorrow marianne may i ask
p00150_B,00150,B,and have you really ma am talked yourself into a persuasion of my sister s being engaged to mr willoughby i thought it had been only a joke but so serious a question seems to imply more and i must beg therefore that you will not deceive yourself any longer i do assure you that nothing would surprise me more than to hear of their being going to be married
p00151_B,00151,B,the lady then miss grey i think you called her is very rich
p00152_B,00152,B,who can this be so early too i thought we had been safe
p00153_B,00153,B,it is colonel brandon we are never safe from him
p00154_B,00154,B,i understand you you have something to tell me of mr willoughby that will open his character farther your telling it will be the greatest act of friendship that can be shown marianne my gratitude will be insured immediately by any information tending to that end and hers must be gained by it in time pray pray let me hear it
p00155_B,00155,B,not in the stage i assure you we came post all the way and had a very smart beau to attend us dr davies was coming to town and so we thought we d join him in a post chaise and he behaved very genteelly and paid ten or twelve shillings more than we did
p00156_B,00156,B,i suppose you will go and stay with your brother and sister miss dashwood when they come to town
p00157_B,00157,B,no i do not think we shall
p00158_B,00158,B,long a time indeed why their visit is but just begun
p00159_B,00159,B,i am sorry we cannot see your sister miss dashwood i am sorry she is not well
p00160_B,00160,B,you are very good my sister will be equally sorry to miss the pleasure of seeing you but she has been very much plagued lately with nervous head aches which make her unfit for company or conversation
p00161_B,00161,B,excellent indeed their attention to our comfort their friendliness in every particular is more than i can express
p00162_B,00162,B,they are very pretty ma am an t they do you not think they are something in miss morton s style of painting ma am she does paint most delightfully how beautifully her last landscape is done
p00163_B,00163,B,this is admiration of a very particular kind what is miss morton to us who knows or who cares for her it is elinor of whom we think and speak
p00164_B,00164,B,ah poor dear
p00165_B,00165,B,my dear friend i come to talk to you of my happiness could anything be so flattering as mrs ferrars s way of treating me yesterday so exceeding affable as she was you know how i dreaded the thoughts of seeing her but the very moment i was introduced there was such an affability in her behaviour as really should seem to say she had quite took a fancy to me now was not it so you saw it all and was not you quite struck with it
p00166_B,00166,B,perhaps miss marianne you think young men never stand upon engagements if they have no mind to keep them little as well as great
p00167_B,00167,B,what can bring her here so often could not she see that we wanted her gone how teazing to edward
p00168_B,00168,B,why so we were all his friends and lucy has been the longest known to him of any it is but natural that he should like to see her as well as ourselves
p00169_B,00169,B,i have known it these four months when lucy first came to barton park last november she told me in confidence of her engagement
p00170_B,00170,B,yes ma am
p00171_B,00171,B,then he has acted like an honest man i beg your pardon mr dashwood but if he had done otherwise i should have thought him a rascal i have some little concern in the business as well as yourself for lucy steele is my cousin and i believe there is not a better kind of girl in the world nor one who more deserves a good husband
p00172_B,00172,B,not at all i believe with you
p00173_B,00173,B,you forget that its situation is not that it is not in the neighbourhood of
p00174_B,00174,B,i shall always think myself very much obliged to you
p00175_B,00175,B,thank you ma am it is a matter of great joy to me and i feel the goodness of colonel brandon most sensibly there are not many men who would act as he has done few people who have so compassionate a heart i never was more astonished in my life
p00176_B,00176,B,it is perfectly true colonel brandon has given the living of delaford to edward
p00177_B,00177,B,have you ever seen the lady
p00178_B,00178,B,not yet but she will be here i hope before it is long it is a great way you know from hence to barton
p00179_B,00179,B,no sir i shall not stay your business cannot be with me the servants i suppose forgot to tell you that mr palmer was not in the house
p00180_B,00180,B,colonel brandon s character as an excellent man is well established
p00181_B,00181,B,if you could be assured of that you think you should be easy
p00182_B,00182,B,i wish to assure you both that i see every thing as you can desire me to do it is a great relief to me what elinor told me this morning i have now heard exactly what i wished to hear i am now perfectly satisfied i wish for no change i never could have been happy with him after knowing as sooner or later i must have known all this i should have had no confidence no esteem nothing could have done it away to my feelings
p00183_B,00183,B,you consider the matter exactly as a good mind and a sound understanding must consider it and i dare say you perceive as well as myself not only in this but in many other circumstances reason enough to be convinced that your marriage must have involved you in many certain troubles and disappointments in which you would have been poorly supported by an affection on his side much less certain had you married you must have been always poor his expensiveness is acknowledged even by himself and his whole conduct declares that self denial is a word hardly understood by him his demands and your inexperience together on a small very small income must have brought on distresses which would not be the less grievous to you from having been entirely unknown and unthought of before your sense of honour and honesty would have led you i know when aware of your situation to attempt all the economy that would appear to you possible and perhaps as long as your frugality retrenched only on your own comfort you might have been suffered to practice it but beyond that and how little could the utmost of your single management do to stop the ruin which had begun before your marriage beyond that had you endeavoured however reasonably to abridge his enjoyments is it not to be feared that instead of prevailing on feelings so selfish to consent to it you would have lessened your own influence on his heart and made him regret the connection which had involved him in such difficulties
p00184_B,00184,B,rather say your mother s imprudence my child she must be answerable
p00185_B,00185,B,one observation may i think be fairly drawn from the whole of the story that all willoughby s difficulties have arisen from the first offence against virtue in his behaviour to eliza williams that crime has been the origin of every lesser one and of all his present discontents
p00186_B,00186,B,who told you that mr ferrars was married thomas
p00187_B,00187,B,when do you write to colonel brandon ma am
p00188_B,00188,B,i wrote to him my love last week and rather expect to see than to hear from him again i earnestly pressed his coming to us and should not be surprised to see him walk in today or tomorrow or any day
p00189_B,00189,B,is mrs ferrars at longstaple
p00190_B,00190,B,it was a foolish idle inclination on my side the consequence of ignorance of the world and want of employment had my mother given me some active profession when i was removed at eighteen from the care of mr pratt i think nay i am sure it would never have happened for though i left longstaple with what i thought at the time a most unconquerable preference for his niece yet had i then had any pursuit any object to engage my time and keep me at a distance from her for a few months i should very soon have outgrown the fancied attachment especially by mixing more with the world as in such case i must have done but instead of having any thing to do instead of having any profession chosen for me or being allowed to chuse any myself i returned home to be completely idle and for the first twelvemonth afterwards i had not even the nominal employment which belonging to the university would have given me for i was not entered at oxford till i was nineteen i had therefore nothing in the world to do but to fancy myself in love and as my mother did not make my home in every respect comfortable as i had no friend no companion in my brother and disliked new acquaintance it was not unnatural for me to be very often at longstaple where i always felt myself at home and was always sure of a welcome and accordingly i spent the greatest part of my time there from eighteen to nineteen lucy appeared everything that was amiable and obliging she was pretty too at least i thought so then and i had seen so little of other women that i could make no comparisons and see no defects considering everything therefore i hope foolish as our engagement was foolish as it has since in every way been proved it was not at the time an unnatural or an inexcusable piece of folly that was exactly like robert and that might perhaps be in his head when the acquaintance between them first began and lucy perhaps at first might think only of procuring his good offices in my favour other designs might afterward arise i will not ask your opinion of it as a composition for worlds would not i have had a letter of hers seen by you in former days in a sister it is bad enough but in a wife how i have blushed over the pages of her writing and i believe i may say that since the first half year of our foolish business this is the only letter i ever received from her of which the substance made me any amends for the defect of the style
p00191_B,00191,B,however it may have come about they are certainly married and your mother has brought on herself a most appropriate punishment the independence she settled on robert through resentment against you has put it in his power to make his own choice and she has actually been bribing one son with a thousand a year to do the very deed which she disinherited the other for intending to do she will hardly be less hurt i suppose by robert s marrying lucy than she would have been by your marrying her
p00192_B,00192,B,a letter of proper submission would they have me beg my mother s pardon for robert s ingratitude to her and breach of honour to me i can make no submission i am grown neither humble nor penitent by what has passed i am grown very happy but that would not interest i know of no submission that is proper for me to make
p00193_B,00193,B,you may certainly ask to be forgiven because you have offended and i should think you might now venture so far as to profess some concern for having ever formed the engagement which drew on you your mother s anger and when she has forgiven you perhaps a little humility may be convenient while acknowledging a second engagement almost as imprudent in her eyes as the first
p00194_B,00194,B,and if they really do interest themselves in bringing about a reconciliation i shall think that even john and fanny are not entirely without merit
