pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00051,Mr. Beebe,Lucy,195,197,i wish we could unluckily i have letters if you do want to go out alone won t you be better on your feet,perhaps i shall meet someone who reads me through and through,Lucy; Miss Catherine Alan,M,major,,,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0
00052,Miss Catherine Alan,Mr. Beebe,196,198,italians dear you know,she oughtn t really to go at all and she knows it i put it down to too much beethoven,Lucy; Mr. Beebe,F,minor,M,major,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1
00053,George Emerson,Lucy,215,217,the man is dead the man is probably dead sit down till you are rested and don t move till i come back,and the murderer tried to kiss him you say how very odd italians are and gave himself up to the police mr beebe was saying that italians know everything but i think they are rather childish when my cousin and i were at the pitti yesterday what was that what did you throw in,Lucy,M,intermediate,,,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1
00054,George Emerson,Lucy,236,238,i shall want to live i say,no charlotte it s very kind of mr beebe but i am certainly coming with you i had much rather,Lucy,M,intermediate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00055,Lucy,Miss Bartlett,238,240,no charlotte it s very kind of mr beebe but i am certainly coming with you i had much rather,oh let me congratulate you after your despair of yesterday what a fortunate thing,Miss Bartlett,,,F,major,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
00056,Miss Bartlett,Lucy,240,242,oh let me congratulate you after your despair of yesterday what a fortunate thing,i m sorry if you could manage without it i think i would rather not,Lucy; Miss Lavish,F,major,,,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00057,Lucy,Miss Bartlett,242,244,i m sorry if you could manage without it i think i would rather not,what is the heroine s name,Miss Bartlett; Miss Lavish,,,F,major,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1
00058,Miss Lavish,Miss Bartlett,249,251,i confess that in italy my sympathies are not with my own countrymen it is the neglected italians who attract me and whose lives i am going to paint so far as i can for i repeat and i insist and i have always held most strongly that a tragedy such as yesterday s is not the less tragic because it happened in humble life,she is emancipated but only in the very best sense of the word none but the superficial would be shocked at her we had a long talk yesterday she believes in justice and truth and human interest she told me also that she has a high opinion of the destiny of woman mr eager why how nice what a pleasant surprise,Lucy; Miss Bartlett,F,intermediate,F,major,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
00059,Rev. Cuthbert Eager,Miss Bartlett,258,260,so you were here alone miss honeychurch,one of our pension acquaintances kindly brought her home,Lucy; Miss Bartlett,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
00060,Miss Bartlett,Lucy,260,262,one of our pension acquaintances kindly brought her home,he died by the fountain i believe,Lucy; Rev. Cuthbert Eager,F,major,,,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00061,Lucy,Miss Bartlett,264,266,were over at the loggia,willingly would i purchase,Miss Bartlett; Rev. Cuthbert Eager,,,F,major,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
00062,Lucy,Rev. Cuthbert Eager,276,278,do you mean that he is an irreligious man we know that already,i should be astonished if you knew all the boy an innocent child at the time i will exclude god knows what his education and his inherited qualities may have made him,Miss Bartlett; Rev. Cuthbert Eager,,,M,intermediate,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
00063,Miss Bartlett,Lucy,279,281,perhaps it is something that we had better not hear,you have said very little,Lucy; Rev. Cuthbert Eager,F,major,,,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
00064,Rev. Cuthbert Eager,Miss Bartlett,286,288,oh i thought they had been libelling me to you but i suppose it is only their personal charms that makes you defend them,how could you think she was defending them,Lucy; Miss Bartlett,M,intermediate,F,major,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
00065,Miss Bartlett,Rev. Cuthbert Eager,288,290,how could you think she was defending them,i must be going,Lucy; Rev. Cuthbert Eager,F,major,M,intermediate,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00066,Mr. Beebe,Lucy,289,291,she will find it difficult for that man has murdered his wife in the sight of god,drive oh is our drive to come off,Lucy; Miss Bartlett,M,major,,,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
00067,Rev. Cuthbert Eager,Lucy,290,292,i must be going,bother the drive it is just the drive we had arranged with mr beebe without any fuss at all why should he invite us in that absurd manner we might as well invite him we are each paying for ourselves,Lucy; Miss Bartlett,M,intermediate,,,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0
00068,Miss Bartlett,Lucy,309,311,oh you droll person pray what would become of your drive in the hills,oh dear me no oh no,Lucy,F,major,,,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0
00069,Rev. Cuthbert Eager,Miss Lavish,310,312,so miss honeychurch you are travelling as a student of art,perhaps as a student of human nature like myself,Lucy; Miss Lavish,M,intermediate,F,intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
00070,Miss Lavish,Rev. Cuthbert Eager,312,314,perhaps as a student of human nature like myself,oh indeed are you indeed if you will not think me rude we residents sometimes pity you poor tourists not a little handed about like a parcel of goods from venice to florence from florence to rome living herded together in pensions or hotels quite unconscious of anything that is outside baedeker their one anxiety to get done or through and go on somewhere else the result is they mix up towns rivers palaces in one inextricable whirl you know the american girl in punch who says and the father replies there s travelling for you ha ha ha,Lucy; Rev. Cuthbert Eager,F,intermediate,M,intermediate,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
00071,Lucy,Miss Lavish,313,315,oh no i am here as a tourist,i quite agree the narrowness and superficiality of the anglo saxon tourist is nothing less than a menace,Miss Lavish; Rev. Cuthbert Eager,,,F,intermediate,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0
00072,Miss Lavish,Rev. Cuthbert Eager,317,319,it does indeed tell me where do they place the scene of that wonderful seventh day,piano piano,Lucy; Rev. Cuthbert Eager,F,intermediate,M,intermediate,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1
00073,Rev. Cuthbert Eager,Miss Lavish,319,321,piano piano,most certainly i would let them be but i dare say i shall receive scant support i have always flown in the face of the conventions all my life this is what i call an adventure,Lucy; Miss Lavish; Persephone; The Driver,M,intermediate,F,intermediate,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0
00074,The Driver,Rev. Cuthbert Eager,320,322,va bene signore va bene va bene she is my sister,we must not submit i knew he was trying it on he is treating us as if we were a party of cook s tourists,Lucy; Miss Lavish; Persephone; Rev. Cuthbert Eager,M,minor,M,intermediate,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00075,Rev. Cuthbert Eager,Miss Lavish,327,329,victory at last,he was not driving us well he jolted us,Lucy; Miss Lavish; Mr. Emerson,M,intermediate,F,intermediate,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
00076,Miss Lavish,Rev. Cuthbert Eager,331,333,most certainly i have do you refer to lorenzo il magnifico or to lorenzo duke of urbino or to lorenzo surnamed lorenzino on account of his diminutive stature,would render a correct meaning,Lucy; Mr. Emerson; Rev. Cuthbert Eager,F,intermediate,M,intermediate,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0
00077,Mr. Emerson,Miss Lavish,334,336,the point is we have warred with it look fifty miles of spring and we ve come up to admire them do you suppose there s any difference between spring in nature and spring in man but there we go praising the one and condemning the other as improper ashamed that the same laws work eternally through both,the railway oh but i shall die of course it was the railway he is the image of a porter on on the south eastern,Lucy; Miss Lavish; Rev. Cuthbert Eager,M,intermediate,F,intermediate,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
00078,George Emerson,Miss Bartlett,335,337,the railway,eleanor be quiet hush they ll hear the emersons,Miss Bartlett,M,intermediate,F,major,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00079,Lucy,Miss Bartlett,340,342,i m sure it s all right the emersons won t hear and they wouldn t mind if they did,oh lucy you ought to be with mr eager i m sure,Miss Bartlett; Miss Lavish,,,F,major,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1
00080,Miss Lavish,Lucy,341,343,miss honeychurch listening pouf wouf you naughty girl go away,i can t find them now and i don t want to either,Lucy; Miss Bartlett,F,intermediate,,,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0
00081,Miss Bartlett,Miss Lavish,344,346,mr eager will be offended it is your party,no i agree it s like a school feast the boys have got separated from the girls miss lucy you are to go we wish to converse on high topics unsuited for your ear,Lucy; Miss Lavish,F,major,F,intermediate,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0
00082,Lucy,Miss Bartlett,345,347,please i d rather stop here with you,how tired one gets oh i do wish freddy and your mother could be here,Miss Bartlett; Miss Lavish,,,F,major,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0
00083,Miss Lavish,Lucy,348,350,then sit you down observe my foresight,dove dove buoni uomini,Lucy; Miss Bartlett,F,intermediate,,,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
00084,Miss Bartlett,Lucy,349,351,lucy without a moment s doubt lucy the ground will do for me really i have not had rheumatism for years if i do feel it coming on i shall stand imagine your mother s feelings if i let you sit in the wet in your white linen here we are all settled delightfully even if my dress is thinner it will not show so much being brown sit down dear you are too unselfish you don t assert yourself enough now don t be alarmed this isn t a cold it s the tiniest cough and i have had it three days it s nothing to do with sitting here at all,uno piu piccolo has the cigar been given to you by mr beebe the smaller of the two good men,Lucy; Miss Lavish,F,major,,,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
00085,Lucy,The Driver,350,352,dove dove buoni uomini,would she like to see them,The Driver,,,M,minor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00086,Mr. Beebe,Rev. Cuthbert Eager,357,359,all the way he will be hours,courage miss honeychurch courage and faith if i might say so there is something almost blasphemous in this horror of the elements are we seriously to suppose that all these clouds all this immense electrical display is simply called into existence to extinguish you or me,Lucy; Miss Bartlett; Miss Lavish; Mr. Emerson; Rev. Cuthbert Eager; The Driver,M,major,M,intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00087,The Driver,Lucy,358,360,apparently i told him it was unwise,no of course,Lucy; Miss Bartlett; Miss Lavish; Mr. Beebe; Mr. Emerson; Rev. Cuthbert Eager,M,minor,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00088,Mr. Beebe,Miss Bartlett,362,364,mr eager we want your assistance will you interpret for us,go mr eager don t ask our driver our driver is no help go and support poor mr beebe he is nearly demented,Lucy; Miss Bartlett; Miss Lavish; Mr. Emerson; Rev. Cuthbert Eager,M,major,F,major,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
00089,Miss Bartlett,Rev. Cuthbert Eager,364,366,go mr eager don t ask our driver our driver is no help go and support poor mr beebe he is nearly demented,typical behaviour in the presence of reality that kind of person invariably breaks down,Lucy; Rev. Cuthbert Eager,F,major,M,intermediate,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1
00090,Mr. Emerson,Lucy,365,367,he may be killed he may be killed,what does he know charlotte how much does mr eager know,Lucy; Miss Bartlett; Miss Lavish; Mr. Beebe; Rev. Cuthbert Eager,M,intermediate,,,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1
00091,Rev. Cuthbert Eager,Miss Bartlett,366,368,typical behaviour in the presence of reality that kind of person invariably breaks down,nothing dearest he knows nothing but he knows everything dearest had we better shall i it is dreadful to be entangled with low class people he saw it all,Lucy; Miss Bartlett,M,intermediate,F,major,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0
00092,The Driver,Miss Bartlett,370,372,va bene,do not cry dearest take your time,Lucy; Miss Bartlett,M,minor,F,major,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
00093,Mrs. Honeychurch,Freddy,480,482,we mothers,steady on,Cecil; Freddy,F,major,M,intermediate,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00094,Cecil,Mrs. Honeychurch,481,483,i say lucy,not a kiss for me,Freddy; Lucy; Mrs. Honeychurch,,,F,major,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0
00095,Freddy,Cecil,482,484,steady on,would you take them into the garden and tell mrs honeychurch all about it and i d stop here and tell my mother,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
00096,Mrs. Honeychurch,Freddy,483,485,not a kiss for me,we go with lucy,Cecil; Freddy; Lucy,F,major,M,intermediate,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
00097,Freddy,Cecil,485,487,we go with lucy,he is only a boy i represent all that he despises why should he want me for a brother in law,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0
00098,Cecil,Mr. Beebe,528,530,grazie tante,indeed i have mrs honeychurch i m going to do what i am always supposed to do but generally i m too shy i want to invoke every kind of blessing on them grave and gay great and small i want them all their lives to be supremely good and supremely happy as husband and wife as father and mother and now i want my tea,Mr. Beebe,,,M,major,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
00099,Mrs. Honeychurch,Cecil,531,533,you only asked for it just in time how dare you be serious at windy corner,do you go to much of this sort of thing,Cecil; Freddy; Lucy; Mr. Beebe,F,major,,,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
00100,Cecil,Mrs. Honeychurch,535,537,is it typical of country society,plenty of society,Lucy; Mrs. Honeychurch,,,F,major,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
00101,Lucy,Cecil,536,538,i suppose so mother would it be,to me it seemed perfectly appalling disastrous portentous,Cecil; Mrs. Honeychurch,,,,,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
00102,Mrs. Honeychurch,Lucy,537,539,plenty of society,i am so sorry that you were stranded,Cecil; Lucy,F,major,,,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1
00103,Cecil,Lucy,552,554,we were speaking of motives,we weren t talking of real fences,Lucy; Mrs. Honeychurch,,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
00104,Lucy,Cecil,554,556,we weren t talking of real fences,a parson fenceless would mean a parson defenceless,Cecil; Mrs. Honeychurch,,,,,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
00105,Mrs. Honeychurch,Lucy,555,557,oh i see dear poetry i tell you who has no as you call them and that s mr beebe,don t you like mr beebe,Cecil; Lucy,F,major,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1
00106,Mrs. Honeychurch,Lucy,568,570,let s hope that mrs harris there warn t no sich person,i don t know i hate him i ve heard him lecture on giotto i hate him nothing can hide a petty nature i hate him,Cecil; Lucy,F,major,,,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1
00107,Cecil,Mrs. Honeychurch,569,571,isn t mr eager a parson of the cultured type,my goodness gracious me child you ll blow my head off whatever is there to shout over i forbid you and cecil to hate any more clergymen,Lucy; Mrs. Honeychurch,,,F,major,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
00108,Lucy,Cecil,570,572,i don t know i hate him i ve heard him lecture on giotto i hate him nothing can hide a petty nature i hate him,i count myself a lucky person when i m in london i feel i could never live out of it when i m in the country i feel the same about the country after all i do believe that birds and trees and the sky are the most wonderful things in life and that the people who live amongst them must be the best it s true that in nine cases out of ten they don t seem to notice anything the country gentleman and the country labourer are each in their way the most depressing of companions yet they may have a tacit sympathy with the workings of nature which is denied to us of the town do you feel that mrs honeychurch,Cecil; Mrs. Honeychurch,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
00109,Mrs. Honeychurch,Lucy,571,573,my goodness gracious me child you ll blow my head off whatever is there to shout over i forbid you and cecil to hate any more clergymen,what height,Cecil; Lucy,F,major,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
00110,Cecil,Mrs. Honeychurch,574,576,let us take mrs honeychurch s advice and hate clergymen no more what s this place,stop here s sir harry now we shall know sir harry pull those things down at once,Lucy; Mrs. Honeychurch,,,F,major,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
00111,Mrs. Honeychurch,Cecil,578,580,am i not always right she ought to have gone before the contract was signed does she still live rent free as she did in her nephew s time,turn her out,Cecil; Lucy; Sir Harry Otway,F,major,,,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0
00112,Cecil,Sir Harry Otway,580,582,turn her out,the rent is absurdly low and perhaps i am an easy landlord but it is such an awkward size it is too large for the peasant class and too small for any one the least like ourselves,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,M,minor,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
00113,Cecil,Lucy,583,585,you ought to find a tenant at once it would be a perfect paradise for a bank clerk,rather a strenuous clerk it would be sir harry i have an idea how would you like spinsters,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
00114,Lucy,Mrs. Honeychurch,589,591,yes indeed and at the present moment homeless i heard from them last week miss teresa and miss catharine alan i m really not joking they are quite the right people mr beebe knows them too may i tell them to write to you,my advice is to have nothing to do with lucy and her decayed gentlewomen at all i know the type preserve me from people who have seen better days and bring heirlooms with them that make the house smell stuffy it s a sad thing but i d far rather let to someone who is going up in the world than to someone who has come down,Cecil; Mrs. Honeychurch; Sir Harry Otway,,,F,major,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0
00115,Mrs. Honeychurch,Lucy,591,593,my advice is to have nothing to do with lucy and her decayed gentlewomen at all i know the type preserve me from people who have seen better days and bring heirlooms with them that make the house smell stuffy it s a sad thing but i d far rather let to someone who is going up in the world than to someone who has come down,the misses alan aren t that,Cecil; Lucy; Sir Harry Otway,F,major,,,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
00116,Sir Harry Otway,Cecil,592,594,i think i follow you but it is as you say a very sad thing,yes they are i haven t met them but i should say they were a highly unsuitable addition to the neighbourhood,Cecil; Lucy; Mrs. Honeychurch,M,minor,,,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0
00117,Cecil,Sir Harry Otway,594,596,yes they are i haven t met them but i should say they were a highly unsuitable addition to the neighbourhood,it s i who am tiresome i oughtn t to come with my troubles to young people but really i am so worried and lady otway will only say that i cannot be too careful which is quite true but no real help,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,M,minor,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
00118,Lucy,Mrs. Honeychurch,597,599,then may i write to my misses alan,beware they are certain to have canaries sir harry beware of canaries they spit the seed out through the bars of the cages and then the mice come beware of women altogether only let to a man,Cecil; Mrs. Honeychurch; Sir Harry Otway,,,F,major,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
00119,Cecil,Sir Harry Otway,602,604,mrs honeychurch what if we two walk home and leave you,aha young people young people,Lucy; Mrs. Honeychurch; Sir Harry Otway,,,M,minor,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
00120,Sir Harry Otway,Lucy,604,606,aha young people young people,oh cecil,Cecil; Lucy; Mrs. Honeychurch,M,minor,,,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0
00121,Lucy,Mrs. Honeychurch,648,650,oh it has been such a nuisance first he then they no one knowing what they wanted and everyone so tiresome,i shall hate those miss alans just because they re old and silly one s expected to say how sweet i hate their if ing and but ing and and ing and poor lucy serve her right worn to a shadow,Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,F,major,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1
00122,Mr. Beebe,Lucy,649,651,but they really are coming now i wrote to miss teresa a few days ago she was wondering how often the butcher called and my reply of once a month must have impressed her favourably they are coming i heard from them this morning,well if they are coming no minnie not saturn if they are coming sir harry will let them move in before the twenty ninth and he will cross out the clause about whitewashing the ceilings because it made them nervous and put in the fair wear and tear one that doesn t count i told you not saturn,Lucy; Minnie Beebe; Mrs. Honeychurch,M,major,,,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
00123,Lucy,Mrs. Honeychurch,655,657,no he doesn t,hush dear,Freddy; Minnie Beebe; Mrs. Honeychurch,,,F,major,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00124,Mrs. Honeychurch,Mr. Beebe,657,659,hush dear,the name of this ball is vittoria corombona please i wish the miss alans could see this,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,M,major,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0
00125,Mr. Beebe,Lucy,661,663,they have taken cissie villa,wasn t what name,Freddy; Lucy; Minnie Beebe; Mrs. Honeychurch,M,major,,,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1
00126,Lucy,Mrs. Honeychurch,667,669,exactly the miss alans,oh good gracious there isn t going to be another muddle do you notice lucy i m always right i said don t interfere with cissie villa i m always right i m quite uneasy at being always right so often,Freddy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,,,F,major,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
00127,Freddy,Lucy,668,670,rather not more like anderson,it s only another muddle of freddy s freddy doesn t even know the name of the people he pretends have taken it instead,Lucy; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,M,intermediate,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
00128,Mrs. Honeychurch,Freddy,669,671,oh good gracious there isn t going to be another muddle do you notice lucy i m always right i said don t interfere with cissie villa i m always right i m quite uneasy at being always right so often,yes i do i ve got it emerson,Freddy; Lucy; Minnie Beebe; Mr. Beebe,F,major,M,intermediate,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1
