pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00207,Miss Bartlett,Lucy,973,975,our performer has changed her mind,yes so do i i vote you have a men s four,Freddy; George Emerson; Lucy; Minnie Beebe; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,F,major,,,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0
00208,Lucy,Mr. Vyse,975,977,yes so do i i vote you have a men s four,not for me thank you i will not spoil the set,Freddy; George Emerson; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,,,M,intermediate,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1
00209,Mr. Vyse,George Emerson,977,979,not for me thank you i will not spoil the set,i am not bad,Freddy; George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mrs. Honeychurch,M,intermediate,M,intermediate,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00210,Freddy,Mr. Vyse,978,980,oh come along cecil i m bad floyd s rotten and so i dare say s emerson,then certainly i won t play,George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,M,intermediate,M,intermediate,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
00211,George Emerson,Miss Bartlett,979,981,i am not bad,i agree with you mr vyse you had much better not play much better not,Freddy; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,M,intermediate,F,major,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
00212,Mr. Vyse,Minnie Beebe,980,982,then certainly i won t play,i shall miss every ball anyway so what does it matter,Freddy; George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mrs. Honeychurch,M,intermediate,F,minor,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
00213,Miss Bartlett,Mrs. Honeychurch,981,983,i agree with you mr vyse you had much better not play much better not,then it will have to be lucy you must fall back on lucy there is no other way out of it lucy go and change your frock,Freddy; George Emerson; Lucy; Minnie Beebe; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,F,major,F,major,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
00214,Minnie Beebe,George Emerson,982,984,i shall miss every ball anyway so what does it matter,i shall want to live i tell you,Freddy; George Emerson; Lucy; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,F,minor,M,intermediate,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0
00215,Mrs. Honeychurch,Mr. Vyse,983,985,then it will have to be lucy you must fall back on lucy there is no other way out of it lucy go and change your frock,i say listen to this lucy three split infinitives,Freddy; George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Vyse,F,major,M,intermediate,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1
00216,Mr. Vyse,George Emerson,987,989,the scene is laid in florence,you and are you tired,George Emerson; Lucy,M,intermediate,M,intermediate,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
00217,George Emerson,Mr. Vyse,995,997,you didn t attend,joseph emery prank,Lucy; Mr. Vyse,M,intermediate,M,intermediate,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0
00218,Mr. Vyse,George Emerson,999,1001,who may miss lavish be,of course i do i saw her the day i arrived at summer street it was she who told me that you lived here,George Emerson; Lucy,M,intermediate,M,intermediate,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
00219,George Emerson,Mr. Vyse,1001,1003,of course i do i saw her the day i arrived at summer street it was she who told me that you lived here,all modern books are bad every one writes for money in these days,Lucy; Mr. Vyse,M,intermediate,M,intermediate,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0
00220,Mr. Vyse,George Emerson,1005,1007,it is so i will inflict joseph emery prank on you no longer,i never notice much difference in views,George Emerson; Lucy,M,intermediate,M,intermediate,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1
00221,Lucy,Mr. Vyse,1008,1010,what do you mean,h m,George Emerson; Mr. Vyse,,,M,intermediate,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0
00222,Mr. Vyse,Lucy,1012,1014,i expect your father has been reading dante,what a splendid idea i shall enjoy hearing your father talk again i m so sorry he s not so well,George Emerson; Lucy,M,intermediate,,,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0
00223,Lucy,Mr. Vyse,1014,1016,what a splendid idea i shall enjoy hearing your father talk again i m so sorry he s not so well,there s an absurd account of a view in this book also that men fall into two classes those who forget views and those who remember them even in small rooms,George Emerson; Mr. Vyse,,,M,intermediate,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00224,George Emerson,Lucy,1015,1017,no he isn t well,mr emerson have you any brothers or sisters,Lucy; Mr. Vyse,M,intermediate,,,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
00225,Mr. Vyse,George Emerson,1016,1018,there s an absurd account of a view in this book also that men fall into two classes those who forget views and those who remember them even in small rooms,none why,George Emerson; Lucy,M,intermediate,M,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
00226,George Emerson,Mr. Vyse,1020,1022,my mother i was meaning,i will inflict joseph emery prank on you no longer,Lucy; Mr. Vyse,M,intermediate,M,intermediate,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
00227,Lucy,George Emerson,1025,1027,no read away i think nothing s funnier than to hear silly things read out loud if mr emerson thinks us frivolous he can go,am i really to go,George Emerson; Mr. Vyse,,,M,intermediate,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
00228,Mr. Vyse,Lucy,1026,1028,mr emerson go and find tennis balls,no of course not really,George Emerson; Lucy,M,intermediate,,,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00229,George Emerson,Mr. Vyse,1027,1029,am i really to go,chapter two find me chapter two if it isn t bothering you here hand me the book,Lucy; Mr. Vyse,M,intermediate,M,intermediate,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0
00230,Lucy,Miss Bartlett,1059,1061,very well no one will help me i will speak to him myself,oh lucy but that is brave of you i admire you,Miss Bartlett,,,F,major,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
00231,George Emerson,Freddy,1067,1069,no nothing to eat,she s started on her sunday writing she s in the drawing room,Freddy; Lucy; Miss Bartlett,M,intermediate,M,intermediate,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
00232,Freddy,Lucy,1069,1071,she s started on her sunday writing she s in the drawing room,i can t have it mr emerson i cannot even talk to you go out of this house and never come into it again as long as i live here i hate a row go please,George Emerson; Lucy; Miss Bartlett,M,intermediate,,,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
00233,Lucy,George Emerson,1081,1083,you say mr vyse wants me to listen to him mr emerson pardon me for suggesting that you have caught the habit,yes really in a better way i want you to have your own thoughts even when i hold you in my arms,George Emerson; Miss Bartlett,,,M,intermediate,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1
00234,Lucy,Miss Bartlett,1085,1087,and mr vyse does he not matter that i love cecil and shall be his wife shortly a detail of no importance i suppose may i ask what you intend to gain by this exhibition,oh lucia come back here oh what an awful man,George Emerson; Miss Bartlett,,,F,major,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0
00235,George Emerson,Lucy,1086,1088,it is our last chance i shall do all that i can you wouldn t stop us this second time if you understood i have been into the dark and i am going back into it unless you will try to understand it is being young it is being certain that lucy cares for me really it is that love and youth matter intellectually,well he amuses me either i m mad or else he is and i m inclined to think it s the latter one more fuss through with you charlotte many thanks i think though that this is the last my admirer will hardly trouble me again,Lucy; Miss Bartlett,M,intermediate,,,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0
00236,Lucy,Mr. Vyse,1092,1094,mr emerson has had to go,my dear freddy i am no athlete as you well remarked this very morning i plead guilty to being such a chap and will not inflict myself on you,Freddy; Miss Bartlett; Mr. Floyd; Mr. Vyse,,,M,intermediate,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0
00237,Freddy,Lucy,1093,1095,what a nuisance that spoils the four i say cecil do play do there s a good chap it s floyd s last day do play tennis with us just this once,i am very sorry about it i have carefully thought things over we are too different i must ask you to release me and try to forget that there ever was such a foolish girl,Lucy; Miss Bartlett; Mr. Floyd; Mr. Vyse,M,intermediate,,,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
00238,Mr. Beebe,Mr. Vyse,1134,1136,i was coming to show you this delightful letter from those friends of miss honeychurch isn t it wonderful isn t it romance most certainly they will go to constantinople they are taken in a snare that cannot fail they will end by going round the world isn t romance capricious i never notice it in you young people you do nothing but play lawn tennis and say that romance is dead while the miss alans are struggling with all the weapons of propriety against the terrible thing so they call it out of decency but in their hearts they want a pension with magic windows opening on the foam of perilous seas in fairyland forlorn no ordinary view will content the miss alans they want the pension keats,i have,Freddy; Mr. Vyse,M,major,M,intermediate,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0
00239,Freddy,Mr. Beebe,1135,1137,i m awfully sorry to interrupt mr beebe but have you any matches,you have never met these miss alans have you mr vyse,Mr. Beebe; Mr. Vyse,M,intermediate,M,major,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
00240,Mr. Beebe,Freddy,1139,1141,then you don t see the wonder of this greek visit i haven t been to greece myself and don t mean to go and i can t imagine any of my friends going it is altogether too big for our little lot don t you think so italy is just about as much as we can manage italy is heroic but greece is godlike or devilish i am not sure which and in either case absolutely out of our suburban focus all right freddy i am not being clever upon my word i am not i took the idea from another fellow and give me those matches when you ve done with them i was saying if our poor little cockney lives must have a background let it be italian big enough in all conscience the ceiling of the sistine chapel for me there the contrast is just as much as i can realize but not the parthenon not the frieze of phidias at any price and here comes the victoria,i m so glad you only talked about books cecil s hard hit lucy won t marry him if you d gone on about her as you did about them he might have broken down,Freddy; Mr. Vyse,M,major,M,intermediate,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0
00241,Mr. Vyse,Mr. Beebe,1140,1142,you re quite right greece is not for our little lot,but when,Freddy; Mr. Beebe,M,intermediate,M,major,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00242,Miss Bartlett,Mr. Beebe,1148,1150,how do you do,come for a walk with me you have worried them as much as they can stand mrs honeychurch i only called in aimlessly i shall take her up to tea at the beehive tavern if i may,Lennie; Minnie Beebe; Mr. Beebe; Mrs. Honeychurch,F,major,M,major,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0
00243,Mrs. Honeychurch,Miss Bartlett,1151,1153,oh must you yes do not the scissors thank you charlotte when both my hands are full already i m perfectly certain that the orange cactus will go before i can get to it yes charlotte i don t want you do go there s nothing to stop about for either in the house or out of it,it is always terrible when the promise of months is destroyed in a moment,Lennie; Minnie Beebe; Miss Bartlett; Mr. Beebe,F,major,F,major,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1
00244,Mr. Beebe,Minnie Beebe,1154,1156,perhaps we ought to send miss honeychurch down to her mother or will she come with us,they re angry with miss honeychurch because she was late for breakfast and floyd has gone and mr vyse has gone and freddy won t play with me in fact uncle arthur the house is not at all what it was yesterday,Minnie Beebe; Miss Bartlett,M,major,F,minor,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0
00245,Miss Bartlett,Mr. Beebe,1155,1157,i think we had better leave lucy to herself and to her own pursuits,don t be a prig go and put on your boots,Minnie Beebe; Mr. Beebe,F,major,M,major,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
00246,Minnie Beebe,Mr. Beebe,1156,1158,they re angry with miss honeychurch because she was late for breakfast and floyd has gone and mr vyse has gone and freddy won t play with me in fact uncle arthur the house is not at all what it was yesterday,how do you do miss bartlett and minnie are coming with me to tea at the beehive would you come too,Mr. Beebe,F,minor,M,major,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
00247,Mr. Beebe,Lucy,1192,1194,it is what i gathered from my own observation of mr vyse it is what i gather from all that i have known of you i do sympathize and agree most profoundly i agree so much that you must let me make one little criticism is it worth while rushing off to greece,i must get away ever so far i must know my own mind and where i want to go,Lucy,M,major,,,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
00248,Lucy,Mr. Beebe,1193,1195,but i must go somewhere i have been worrying all the morning and here comes the very thing i must and the time i shall have with mother and all the money she spent on me last spring you all think much too highly of me i wish you weren t so kind,come along tea tea tea,Mr. Beebe,,,M,major,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
00249,Lucy,Mr. Beebe,1194,1196,i must get away ever so far i must know my own mind and where i want to go,she is playing again,Miss Bartlett; Mr. Beebe,,,M,major,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0
00250,Mr. Beebe,Miss Bartlett,1195,1197,come along tea tea tea,lucy can always play,Lucy; Miss Bartlett,M,major,F,major,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1
00251,Miss Bartlett,Mr. Beebe,1197,1199,lucy can always play,she might yet reveal depths of strangeness if not of meaning,Mr. Beebe,F,major,M,major,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00252,Mr. Beebe,Miss Bartlett,1198,1200,one is very thankful that she has such a resource she is evidently much worried as of course she ought to be i know all about it the marriage was so near that it must have been a hard struggle before she could wind herself up to speak,we had much better let the matter drop,Miss Bartlett,M,major,F,major,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
00253,Mr. Beebe,Miss Bartlett,1213,1215,so she says herself and since another lady agrees with her i must own that i am partially convinced perhaps she must have a change i have no sisters or and i don t understand these things but why need she go as far as greece,but my feelings are of no importance i know too well that i get on lucy s nerves our tour was a failure she wanted to leave florence and when we got to rome she did not want to be in rome and all the time i felt that i was spending her mother s money,Miss Bartlett,M,major,F,major,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1
00254,Miss Bartlett,Mr. Beebe,1214,1216,you may well ask that why greece what is it minnie dear jam why not tunbridge wells oh mr beebe i had a long and most unsatisfactory interview with dear lucy this morning i cannot help her i will say no more perhaps i have already said too much i am not to talk i wanted her to spend six months with me at tunbridge wells and she refused,let us keep to the future though i want your advice,Minnie Beebe; Mr. Beebe,F,major,M,major,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
00255,Mr. Beebe,Freddy,1223,1225,mrs honeychurch go to greece she must come up to the house and let s talk it over do you in the first place mind her breaking with vyse,so am i,Freddy; Mrs. Honeychurch,M,major,M,intermediate,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
00256,Mrs. Honeychurch,Mr. Beebe,1224,1226,mr beebe i m thankful simply thankful,good now come up to the house,Freddy; Mr. Beebe,F,major,M,major,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
00257,Freddy,Mrs. Honeychurch,1225,1227,so am i,i don t see why greece is necessary but as you do i suppose it is all right it must be something i can t understand lucy let s tell her lucy,Mr. Beebe; Mrs. Honeychurch,M,intermediate,F,major,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1
00258,Mrs. Honeychurch,Mr. Beebe,1235,1237,here s mr beebe,it s a beautiful song and a wise one go on,Freddy; Lucy; Mr. Beebe,F,major,M,major,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
00259,Lucy,Freddy,1238,1240,it isn t very good i forget why harmony or something,the tune s right enough but the words are rotten why throw up the sponge,Freddy; Mr. Beebe; Mrs. Honeychurch,,,M,intermediate,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0
00260,Mr. Beebe,Lucy,1239,1241,i suspected it was unscholarly it s so beautiful,how stupidly you talk,Freddy; Lucy; Mrs. Honeychurch,M,major,,,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0
00261,Lucy,Mr. Beebe,1241,1243,how stupidly you talk,wait a minute she is finishing,Freddy; Mr. Beebe; Mrs. Honeychurch,,,M,major,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
00262,Miss Teresa,Mrs. Honeychurch,1246,1248,or does his work keep him in london,no one will see lucy off she doesn t like it,Lucy; Miss Catharine; Mrs. Honeychurch,F,minor,F,major,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
00263,Miss Catharine,Lucy,1247,1249,however we shall see him when he sees you off i do so long to see him,no i hate seeings off,Lucy; Miss Teresa; Mrs. Honeychurch,,,,,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0
00264,Mrs. Honeychurch,Miss Teresa,1248,1250,no one will see lucy off she doesn t like it,really how funny i should have thought that in this case,Lucy; Miss Catharine; Miss Teresa,F,major,F,minor,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0
00265,Lucy,Miss Catharine,1249,1251,no i hate seeings off,oh mrs honeychurch you aren t going it is such a pleasure to have met you,Miss Catharine; Miss Teresa; Mrs. Honeychurch,,,,,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
00266,Miss Teresa,Lucy,1250,1252,really how funny i should have thought that in this case,that s all right we just got through that time,Lucy; Miss Catharine; Mrs. Honeychurch,F,minor,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
00267,Miss Catharine,Mrs. Honeychurch,1251,1253,oh mrs honeychurch you aren t going it is such a pleasure to have met you,i should be told dear that i am unsympathetic but i cannot see why you didn t tell your friends about cecil and be done with it there all the time we had to sit fencing and almost telling lies and be seen through too i dare say which is most unpleasant but why shouldn t it be everywhere in no time,Lucy; Miss Teresa; Mrs. Honeychurch,,,F,major,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0
00268,Mrs. Honeychurch,Lucy,1260,1262,you re tired of windy corner,oh mother what rubbish you talk of course i m not tired of windy corner,Lucy,F,major,,,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
00269,Mrs. Honeychurch,Lucy,1279,1281,charlotte again my dear that s all her very words,he has not told he has not told,Lucy,F,major,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00270,Lucy,Mrs. Honeychurch,1288,1290,they have gone then,certainly i forgot it was friday let s all go powell can go round to the stables,Mrs. Honeychurch; Powell,,,F,major,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
00271,Mrs. Honeychurch,Lucy,1290,1292,certainly i forgot it was friday let s all go powell can go round to the stables,no church for me thank you,Lucy; Miss Bartlett,F,major,,,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0
00272,Mr. Beebe,Mr. Emerson,1340,1342,don t you think it very plucky of her mr emerson to undertake the two miss alans now miss honeychurch go back keep warm i think three is such a courageous number to go travelling,you are leaving him you are leaving the man you love,Lucy; Mr. Emerson,M,major,M,intermediate,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
00273,Mr. Emerson,Mr. Beebe,1354,1356,i was saying why should you trust her when she deceived you,i don t follow you mr emerson to whom do you refer trust whom,Lucy; Mr. Beebe,M,intermediate,M,major,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1
00274,Mr. Beebe,Mr. Emerson,1355,1357,one minute mother,i mean she has pretended to you that she did not love george they have loved one another all along,Lucy; Mr. Emerson; Mrs. Beebe,M,major,M,intermediate,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
00275,Mr. Beebe,Lucy,1356,1358,i don t follow you mr emerson to whom do you refer trust whom,i shall never marry him,Lucy; Mr. Emerson,M,major,,,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0
00276,Mr. Emerson,Mr. Beebe,1357,1359,i mean she has pretended to you that she did not love george they have loved one another all along,why not,Lucy; Mr. Beebe,M,intermediate,M,major,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
00277,Lucy,Mr. Emerson,1360,1362,mr beebe i have misled you i have misled myself,it is not rubbish it s the part of people that you don t understand,Mr. Beebe; Mr. Emerson,,,M,intermediate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
00278,Mr. Beebe,Lucy,1361,1363,oh rubbish miss honeychurch,mr beebe could you help me,Lucy; Mr. Emerson,M,major,,,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
00279,Mr. Emerson,Mr. Beebe,1362,1364,it is not rubbish it s the part of people that you don t understand,i am more grieved than i can possibly express it is lamentable lamentable incredible,Lucy; Mr. Beebe,M,intermediate,M,major,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
00280,Lucy,Mr. Emerson,1363,1365,mr beebe could you help me,what s wrong with the boy,Mr. Beebe; Mr. Emerson,,,M,intermediate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
00281,Mr. Beebe,Lucy,1366,1368,nothing mr emerson except that he no longer interests me marry george miss honeychurch he will do admirably,you kiss me you kiss me i will try,Lucy; Mr. Emerson,M,major,,,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1
00282,Mr. Emerson,Lucy,1367,1369,now it is all dark now beauty and passion seem never to have existed i know but remember the mountains over florence and the view ah dear if i were george and gave you one kiss it would make you brave you have to go cold into a battle that needs warmth out into the muddle that you have made yourself and your mother and all your friends will despise you oh my darling and rightly if it is ever right to despise george still dark all the tussle and the misery without a word from him am i justified yes for we fight for more than love or pleasure there is truth truth counts truth does count,never exactly understood how he managed to strengthen her it was as if he had made her see the whole of everything at once,Lucy,M,intermediate,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
00283,Lucy,George Emerson,1380,1382,san miniato i ll just finish your sock,anything good in freddy s letter,George Emerson,,,M,intermediate,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
00284,The Cabman,Lucy,1381,1383,signorino domani faremo uno giro,not yet,George Emerson; Lucy,M,minor,,,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0
00285,The Cabman,George Emerson,1386,1388,signorino domani faremo uno giro,you may well wish that,George Emerson; Lucy,M,minor,M,intermediate,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
00286,The Cabman,Lucy,1391,1393,signorino domani faremo,no don t be rude to him mr eager and charlotte dreadful frozen charlotte how cruel she would be to a man like that,George Emerson; Lucy,M,minor,,,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
00287,The Cabman,Lucy,1404,1406,scusi tanto signora buona sera e grazie,mean what george,George Emerson; Lucy,M,minor,,,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
